brendanfontaine,2009-06-20 21:13:36,"Auburn / Lewiston, Maine","Corona free zone 
#OOB #maine @ Old Orchard Beach, Maine https://t.co/FuuKe098gz"
ShifTNightChild,2010-11-10 05:02:16,DC,Tyler Perry is showing love to our communities due to the Corona virus ❤️❤️🙌🙌🙏🙏 #blessed #greatful #manofgod… https://t.co/Vah2Z8Aejl
mablevi00,2012-10-05 17:48:17,Abuja Nigeria,If you have or know anyone with Lupus please advice that they take extra care in this time of Corona Virus. Stay Sa… https://t.co/dOQ869iJoB
ShifTNightChild,2010-11-10 05:02:16,DC,Tyler Perry is showing love to our communities due to the Corona virus ❤️❤️🙌🙌🙏🙏 #blessed #greatful #manofgod… https://t.co/eKpqH1UXkC
djrellerell,2009-07-14 04:18:29,Twinsburg,Home workout done! Got in some good work! Now time to get dinner prepped and get ready for my Corona Vaccination Mi… https://t.co/brxqtSYGkb
murtazamian591,2012-09-05 08:40:12,"North-west Frontier, Pakistan","For Those Who Say ➡️ Corona Morona Neshta ⚠️ Toll Chal Dollars Ta dy 🙈 @ Dobian Town, Swabi, Pakistan https://t.co/VMk1LlXInT"
JasonKHouse,2009-12-21 20:57:34,"Lake Elsinore, CA",Going to take a lot more than the corona virus to stop me from putting in the work. I didn’t come this far to only… https://t.co/NwcgNFqP00
LauraMichelsen,2010-07-27 15:43:18,"Copenhagen, Denmark","Still stand so beautiful and gives my a little joy🌷 
I got them at my little surprise last Saturday. I really love… https://t.co/LazRXv0YjR"
missmazza101,2012-02-19 15:57:53,"London, England",Social distancing in Clissold Park 🦌#sogoodtogetout #corona #London @ Clissold Park https://t.co/Ra072R6DOc
delmarlanes,2017-09-21 17:36:27,"Oak Forest - Garden Oaks, Timbergrove Manor, Houston",Search no further and head to Del Mar Lanes.  With food purchase you can get yours drinks to go. 🎳🍻😷 #delmarlanes… https://t.co/8MvO1C0TDN
OE_DeKempen,2018-03-15 17:25:29,"Veldhoven, Nederland","We stay here for you ♥️
Please stay home for us❗
#covid19 #coronavirus #corona #stayhome #beatthevirus #helpons… https://t.co/TYCaIkBcCg"
MakkyLawson,2010-07-20 19:22:40,"ÜT: 6.494833,3.3406881","Cardio made us do it!! 😋😂 #enjoy
.
.
Follow us on @tiktok_uk .. LINK IN MY BIO!!
.
.
.
.
.
.
.
.
.

#tiktok… https://t.co/NgH1LPPGh6"
eatfoodlovefood,2012-12-29 08:56:36,"West Sussex, UK",Home delivery menu #homedelivery  #shorehambysea #lancing #shorehambeach #selfisolation #corona #covid_19 #staysafe… https://t.co/PtPNLEUrBD
EmzFBoutique,2013-03-22 14:54:23,"Nottingham, Sherwood",So today’s wedding got cancelled because of the corona outbreak... was so gutted for the L &amp; D because the decision… https://t.co/Ed2IyEXp3G
ladiestaken0tes,2011-06-09 21:13:06,"Calgary, Alberta","Ladies, take notes📝
.
When the Corona Virus memes were hilarious but it suddenly got real😶
.
Shop the ODOGWU dress… https://t.co/q7t2rGQWeW"
JakobEbert,2009-11-17 22:36:57,"Berlin, Deutschland","Me, thinking about the next shot 🧐 or rather maybe about the upcoming corona scene.
#lastdayonsetwithj 
📸 by the st… https://t.co/VirHLIcGZv"
TruizSean,2012-03-15 13:38:53,Everywhere Everytime ,"Decided to try a few new things b4 Corona Virus kills us all.... @ Ulundi, KwaZulu-Natal https://t.co/1XQL4bXLpP"
LeeLocklear19,2010-01-18 03:07:48,"Philadelphia, PA","DAY6 of Quarantine....

#Daughters #Cats
#Quarantine #COVID_19 #Corona #Rona #BeforeCorona #BC @ Philadelphia, Penn… https://t.co/WiKTyA09R1"
pbgkel,2009-01-09 18:56:32,"Jacksonville, FL",River Rats in Isolation!! Paul’s off to the right!! 😍😍😍#selfisolation #corona @ St. John's River Off NAS JAX https://t.co/o4AC2hTfmT
RWTIndia,2014-06-02 07:36:56,Faridabad,"🙏🙏🙏🙏🙏🙏Make This SunDay Corona's EndDay - 22 March 2020
➖➖
👨‍💻👩‍💻Team @RWTIndia supports Janta Curfew on #22march fr… https://t.co/1g78QIHr3K"
CHRISTIANOJOSD3,2019-01-09 21:09:00,,"Hier bissl Anti Corona Motivation 👍 Train Hard
Fight Easy

#TRAINING #VOX #GOODBYEDEUTSCHLAND #dieauswanderer… https://t.co/t60cb5eXM0"
Moonlit_Mermaid,2013-04-17 13:00:20,California,"#stayhome #stayhealthy and look good doing it 😉

Shipping orders daily!!

#LoveYourTan #mermaidtan #moonlitmermaid… https://t.co/iXaFkSnFKF"
Wolfiewolfgang,2009-03-18 08:58:31,"Lewes, Sussex, England",My mother at 105 is taking the Covid 19 virus seriously but she’s still having a laugh. #virus #covid_19 #corona… https://t.co/yD1zXLgnAi
Wassup_Chuck,2010-11-15 22:53:49,My World 👽🌎 D.C. ,New @ambitionbanddmv Single “Nameless” Dropping This Sunday At 2pm From The #nexttothegreats mixtape #quarantine… https://t.co/JBDNhk65Lq
HannahEducation,2014-09-13 06:33:51,"tilak Nagar, Hyderabad, TG","Let's stay home &amp; kick out this virus. Sometimes being calm, makes us win battle.
#corona #covid_19 #hyderabad… https://t.co/zsxf6P0DcV"
djrellerell,2009-07-14 04:18:29,Twinsburg,Home workout done! Got in some good work! Now time to get dinner prepped and get ready for my Corona Vaccination Mi… https://t.co/aj3DaB5djR
lunallenitaa,2011-06-17 00:46:25,Tkaronto,"QUARANTINE CHECK 🥳🦠
Doing my makeup keeps me awake and busy. Filming mad content for y’all since I ain’t got no gig… https://t.co/VxSlljHEcn"
smithcares2012,2012-01-10 15:25:58,"Ad-doha, Qatar","Measures deployed while working from home during this Corona crisis @ Ladies Villa, Al Thumama Doha Qatar https://t.co/MIfUEtUrER"
ElSalvodore,2009-06-24 03:05:42,"Atlanta, GA",If You Look Like I Do | Double Red Cup | #youtube #music #irwin #britton #socialdistancing #corona #viral #views… https://t.co/C6VzgQQkHY
ElSalvodore,2009-06-24 03:05:42,"Atlanta, GA",If You Look Like I Do | Double Red Cup | #youtube #music #irwin #britton #socialdistancing #corona #viral #views… https://t.co/OgiNoAOxsw
kls_rt,2014-02-19 14:04:17,"Kolkata, India","In times of Corona
Kolkata
2020
#quarantine
#intimesofcoronabav
#somewhereinbanguravenue
. . . . . .
.
our.magazine… https://t.co/deOcg4xBGV"
ElSalvodore,2009-06-24 03:05:42,"Atlanta, GA",If You Look Like I Do | Double Red Cup | #youtube #music #irwin #britton #socialdistancing #corona #viral #views… https://t.co/0E6CcVwr79
ElSalvodore,2009-06-24 03:05:42,"Atlanta, GA",If You Look Like I Do | Double Red Cup | #youtube #music #irwin #britton #socialdistancing #corona #viral #views… https://t.co/Z2fUKviXxl
ElSalvodore,2009-06-24 03:05:42,"Atlanta, GA",If You Look Like I Do | Double Red Cup | #youtube #music #irwin #britton #socialdistancing #corona #viral #views… https://t.co/Y4Bi6ApLQs
djrellerell,2009-07-14 04:18:29,Twinsburg,Home workout done! Got in some good work! Now time to get dinner prepped and get ready for my Corona Vaccination Mi… https://t.co/6qiYmN2eHL
Cutluroot,2016-10-21 12:07:16,delhi. india,"Do as this corona virus video telling you to do to stop transmission of corona virus.

#besafe  #coronafreeworld… https://t.co/bkXRe8XupN"
BEAULYofficial,2019-05-31 10:17:39,https://maps.app.goo.gl/3LJ9R,"Corona India Janatha Karfu on Sunday 22-03-2020 Morning 07 Am to 09 PM

Self lockdown INDIA… https://t.co/cyAnKnZnSa"
MattKolakowski,2010-06-29 23:10:32,"SE22, London",Family with virus.      How prescient was this painting completed in November 2019. Zeitgeist or what? #corona… https://t.co/Q2kRaz8cL3
DebCarberry,2012-10-20 00:56:48,Andover MA,Who’s putting lights up today?  Tag me and send me a photo so we can share the lights and the smiles.  #lightitup… https://t.co/Tfqly9EwDg
JustBeinHonest,2009-06-28 22:52:03,,Corona Chronicles: Anti-social distancing #latergram #thatplanebetterbeempty @ San Mateo–Hayward Bridge https://t.co/DBZGzcO5Cj
booldog,2007-04-19 20:25:38,Zürlin,"Close second: “Girlfriend with Corona, I know, I know, it’s serious”."
Bauer129,2011-06-21 18:06:56,"Cottage Grove, MN","Hot tub time machine!  Take me pre corona baby! @ Cottage Grove, Minnesota https://t.co/t9QoratN87"
kathryndennett,2009-03-29 02:58:17,"New York, USA","Mississippi Mud Pie in progress, because corona can’t stop the #BestPictureBakingProject.  
#baking #bakestagram… https://t.co/m0xnMl13BX"
CherishSaloon,2017-12-23 14:02:28,"Kalyan Dombivali, India","Big #Salute to this Great people's
#Fight with #Corona
#and we definitely win 
#hats of you
#takecareyourself… https://t.co/FFOKo5iWAP"
TheBladeRunner3,2012-10-27 02:20:15,"york, PA",Getting liquor in PA when all the state stores are closed-harder but not impossible. The time of Corona @ Midstate… https://t.co/WUtvnn4soP
JaleesaMyers,2011-04-13 00:18:18,"Huntsville, AL","❕P A Y. A T T E N T I O N ❕😍🥰😘🌹♥️🍷 #rosé &gt; #corona  #followme #bae #weekend #fine #onlyfans @ Huntsville, Alabama https://t.co/1FT77MLKvU"
MrAshReads,2017-12-04 21:27:42,"Beloit, WI","Despite the quarantine, the studies shall not go hungry! #corona #socialdistancing #daughtersrock #imagination @ Be… https://t.co/h7ZA6M7i4S"
bardoliguide,2018-05-24 11:24:05,"Bardoli, India","#Repost multitaskerbhavin (@get_repost)
・・・

It's time to unite against Corona virus's Pandemic making our Honourab… https://t.co/vBQWQaLdBg"
imranyrg,2012-06-08 22:53:44,Ontario,"When there is a difficult phase in life or life, see the picture of gohar shahi on the moon and call three times, o… https://t.co/MSV8aiuMVm"
jambocaz,2009-02-28 15:48:06,Broxburn,Boris can't shut this pub!! #selfisolating #covid19 #corona #heartofwallace 🍻 @ The Heart of Wallace https://t.co/4ok39YFpyT
Ryker5,2009-06-22 22:11:10,"Paisley, Scotland","Bro keeping it real #fit #corona #funny @ Johnstone, Renfrewshire https://t.co/FYE86JNv72"
heliodoro_,2009-08-23 00:39:26,Brazil,"1st CORONA SESSIONS with my 2 dear and badasses friends, eduardocardinho &amp; diogoalexandre.music !… https://t.co/XajNmevg6m"
abhirupalaha,2012-11-27 05:17:51,india,"Snapchat in Corona days❤️ best time pass way #tbh 
.
.
#bornoninstagram #bengali #snapchat👻 #snapchat #ｓｎａｐｃｈａｔ… https://t.co/dUgSNsLiAc"
MrChrisGau,2012-04-24 12:34:52,Germany,Back in Frankfurt... on schedule. In times of #Corona that’s worth a „Thank you“ to @Lufthansa. @ Frankfurt Airport https://t.co/nGmDYEod0b
PetersonAlvin,2012-03-28 19:51:05,"New Orleans, LA",Dark Souls 3 Way of the White Corona....Virus?  Lmao. First thing 10god_spare_the_innocent01 Nicer when I Started u… https://t.co/FZLRXWIUAu
bigrussia5,2013-05-18 02:04:01,,"Gathered all my equipment today and made my In Home Corona Virus Workout.

First Set. Go through each twice 
1️⃣ 2… https://t.co/8kPSikKxz8"
SteveJBradley,2009-04-04 14:03:13,"York, England",When the true horror of what the government has done hits home... @phoenixinnyork #hysteria #corona #britain… https://t.co/hBwYMc5n0Z
drvcrash,2008-04-24 16:02:27,"Ocean City, Md",Whipped up some tapioca to not waste my out of date milk #endtimes #corona #warmpudding @ Undisclosed Location https://t.co/5bB0AhQh2a
ArchiesArchn,2015-06-02 17:35:08,,"Its just to show respect, gratitude and to pray for the good health of the people working for us in this corona tim… https://t.co/1qSZj7wVNV"
AnchitNatha,2016-10-20 06:33:30,"Jaipur, India","Find your self
.
.
.
.
#home #quarantine #rajasthan #world #jaipur #selfportrait #architecture #learn #unlearn… https://t.co/Mh49JqLXl5"
vikwink,2013-01-17 00:29:19,,Because you may have finished the book! 📚 “Welcome to Florida” WTF Play game or order book now online barnesandnobl… https://t.co/cWhSdryC6G
WiickedKeyzz,2012-02-09 03:11:20,Your Local Studio,"😷 Day 6 of being Quarantined ⁣
⁣
•I’m trying stay away from the Corona Virus so I made sure I had a nice Heineken.⁣… https://t.co/nDMR1200gS"
writeraquel,2015-04-20 09:23:02,"Chicago, IL",Thank you to loriraderday @Dana_Kaye &amp; all the Fab authors who are participating in #murderandmayhem #chicago I'm o… https://t.co/Fwu9kkJZLC
studycloudapp,2018-11-22 07:18:31,India,"Spend this quality time at home and help breaking the chain.
#jantacurfew

 #india #coronavirus #corona… https://t.co/ZEGf9mmUJL"
thatbigd33,2011-05-15 21:48:05,"Miami, FL","@Cocodrills radio show debuts today at 4pm (est) live on MiamkBeastRadio • Watch, listen and get drilled • Share Lo… https://t.co/3eZYG0WCKN"
andrewsantos69,2016-06-13 01:21:24,Bournemouth,"Time to enjoy some down time...
#barsclosed #eveningsback #drink #corona #coronaextra #mightgocooksomethinginamo @… https://t.co/pyYCn11nn8"
aybrahmusic,2017-08-07 22:10:58,"Kampala, Uganda","Stay safe in the almighty's name 
Teri corona. Have a blessed sunday @ Kyadondo Rugby grounds https://t.co/34RLVwXQQi"
5CATFish,2009-03-06 08:42:27,"Leicester, England",When the Corona Cleanup of the ManCave unearths keyboards I haven’t used for literally years... I’ve got a bit of t… https://t.co/qS9J3scilC
gwentree,2009-03-22 12:56:25,"morristown, nj","Magnus cried for so long, I had time to draw his likeness with chalk and take a picture. #corona #kidsofinstagram @… https://t.co/CWK9EsK6mv"
mvargocooks,2009-05-14 23:39:49,Corona,And then you come home and make some avocado toast.  #lastofthebread #avocadotoast #avocado #eggs #breakfast… https://t.co/Q2Ff8WY4dc
mcduff_nathan,2019-08-30 13:04:43,"New Braunfels, TX","Gotta enjoy the weather in isolation lol
.
.
.
.
#corona #coronavirus #quarantineandchill @ Germantown, Maryland https://t.co/80B2QJhTo9"
frecklefacemomo,2009-03-14 10:16:40,Under the stars!! ★,"Be warned: I’m bored! This could get dangerous!! 😏😜
•
•
•
•
•
•
•
#quarantine #corona #thatrona #coronavirus… https://t.co/Ug5tEaV2Uj"
POUNDZ100,2014-02-08 16:40:27,Poundz@thisisnq.com,FUCK THE CORONA 🙅🏾‍♂️ quarantine &amp; chill? @ The Dream House https://t.co/hdObqy8YTX
RedCapeJewelry,2009-07-20 01:22:40,"Delaware, USA","Hope everyone is staying safe during this uncertain time!💕 #corona #coronavirus @ Seaford, Delaware https://t.co/FhCtRpXjTI"
AngelCityTV,2010-03-04 16:29:58,"Los Angeles, California","#Truth #Satanic #Luciferian #NWO #Eugenics #Bioterrorism #theirsymbolismwillbetheirdownfall foundconscious
Just a l… https://t.co/iIs5gHfFh3"
Celeste_PR0,2009-04-23 18:23:22,"Orlando, FL","Bacalaitos. Codfish fritters 😋 #corona #quarantine @ Davenport, Florida https://t.co/gmW3pNjETi"
CourtneyTailor,2014-10-22 02:34:20,"Austin, TX",Staying sane? Who thinks I should do a bunch of lives during #quarantine ? 📺 (will be posting at least once a day o… https://t.co/DQsMu6QYsn
hardvantage01,2014-03-17 11:37:45,"Lagos, Nigeria",100 COMMENT AND I WILL DROP IT !  #corona #StaySave #HardvantageSkit #Kinmosèré #HardvantageOfLagos @ Osapa London… https://t.co/9Vt7Q1eFdF
wearitwellagain,2014-05-19 18:30:59,"Richmond, Virginia",No corona the day I was born! Thx Linda for this puzzle. I’ll enjoy perusing the news the day Nicole and I were bor… https://t.co/IiVlPM3Vem
valnayo1402,2016-11-30 16:10:16,"Ibadan, Nigeria","Freshly approved 2 years UK visa. You can get ur visa now and travel later.

The Corona virus will be a thing of th… https://t.co/RcOdJcISpi"
Justin_weather,2013-04-15 12:51:03,Louisville KY,"Dad came for a visit today... how are you #socialdistancing ?  #corona #covid_19 #stayhealthy @ Jeffersontown, Kent… https://t.co/liMBKSzzdy"
aidy668,2013-05-31 05:51:11,Ibiza,8PM #applause #respect4emergncyservices &amp; tonight #dj &amp; live music a neighbour on #guitar #covid19 #corona we are o… https://t.co/LaiUXOH1SW
jackduh,2008-10-22 16:01:44,Corona Del Mar,Rocky weekend 10K. I may have to get running shoes. But my rainbows are so breathable. #rhodesianridgebackpuppy @ C… https://t.co/fOr0peP1up
SlimSteezus,2014-01-12 03:32:15,"District of Columbia, USA",I’m Duckin 12 I Ain’t Duckin Corona‼️ @ Off The Grid https://t.co/9BZwIYikXW
JackZullo,2009-04-05 19:17:18,Los Angeles/New York City ,"Keeping #smallbusinesssaturday alive during the #corona #coronavirusmemes😂😂😂 #roadbeers @ Windsor Terrace, Brooklyn https://t.co/Dky5Ga2h3E"
angelj_noodle_x,2014-01-09 22:58:19,"East Los Angeles, CA","I need to look this good again 😂 
Curse you Miss CORONA!!😤😷

#muangelito #skincare #explorepage #explore… https://t.co/eDoi2EALFV"
MelanieXouris,2012-08-27 23:11:52,,These my babies n ain’t nobody finna touch em                                 (p.s. corona I wasn’t done making mem… https://t.co/9W72gDSfm4
MACCIOLA,2009-09-13 15:58:26,"Bay Area, CA",Great app to track the spread of the Corona Virus in you’re area. I just downloaded it. I’m thinking about fact che… https://t.co/JklqQWFhGW
endlessxjourney,2015-08-24 18:18:38,"Dresden, Sachsen","27 September 2019 | What is everyone up to lately? I hope you’re doing alright. Here’s a photo from ""back in the da… https://t.co/e9dmLgJgoy"
LoloMayhew,2009-02-24 19:08:23,"New York, NY",Can’t WAIT to be this carefree with #Corona as a distant memory. Wish I could #pedal into the future 🚲🚲🚲 This photo… https://t.co/gfTS60jB0F
nomarthedog,2010-04-01 13:20:56,Black Mesa,One last beer before I join the unemployment system. - Drinking a Corona Extra by @GrupoModelo_MX @ Simmons-Rockwel… https://t.co/v4Ox1zJyWC
InglisRegan,2019-01-19 14:27:10,"Durham, UK.",#Quarintinelife Day 1 - Scrabble and Corona. https://t.co/p5SZZkt2dR
f_off_mum_tum,2011-11-04 21:29:41,Dublinia,"Like something outta #theXfiles 👽 
#thetruthisoutthere 🌙
..
..
..
..
..
..
#Dublin #Ireland #corona #covid_19… https://t.co/4W5StbvWhu"
RolandGNuneziii,2009-03-23 23:09:11,Houston ,Corona is changing everyone’s lives. Campuses closing and asking young adults to go home. LGBTQ youths are 120% lik… https://t.co/34exK2QlWv
DebateMarketers,2018-07-12 07:21:14,"New Delhi, India","Let's debate and maintain distances.
#debatinglife #corona #covid_19 #fight @ New Delhi https://t.co/aZaWCwtrPF"
iTSELiSEOHKAY,2010-06-18 15:30:36,instagram: elisespieces93,art project of the week 🔥🔥 our new party table...shoutout to jasmine for her HUGE help with the artwork… https://t.co/QKgRbnnE6H
newhallelland,2013-12-07 09:51:39,Elland,"A prequel to my next post xx
.
.
#selfless #wellness #corona #selfcare #keepwell #safe #peace #calm #happyquotes… https://t.co/X2SCkQGlcy"
elevationguides,2011-01-08 17:50:21,"Canmore, Rockies, Canada","""Love in the Time of Corona""
•••••••••••
•••••••••••
#cholera #covid_19 #covidsucks #cycling #biking #family… https://t.co/LZffF7XvOf"
ZeekSosa,2012-02-08 17:40:24,"Ridgeville, SC",Corona ain’t stopping me from enjoying this beautiful day https://t.co/IMm4e3nwkS
souravhtaneja,2010-01-05 07:25:36,"New Delhi, India","Make this viral. Oh wait. 

#COVID2019 #China #chinesevirus2020 #coronarvirus #corona #coronavirusindia #president… https://t.co/DjJGnBp5ML"
noneofurbuizz,2015-10-01 18:15:52,"Montréal, Québec",#montreal #videography #photography #design #help #corona #challenge #empowerment 🙏🙏🙏🙏 #quarantine I am HIV + and I… https://t.co/Ji52rqh5ZJ
MIBOREN,2009-06-30 18:38:38,N 32° 20' 0'' / W 97° 23' 0'',"Chorizo and eggs, black beans with queso fresco and tortillas and salsa with bloody Mary’s and micheladas!!!… https://t.co/f9QKXTzyBh"
zukaart,2008-12-08 21:00:24,"1008 Cambie St Vancouver, BC","Working hard on my side hustle...gotta pay for those acting classes when they come back. Oh, and yes supporting thi… https://t.co/QLrdHzPQgx"
Anjella_Nancie,2011-04-24 12:11:48,"Pembroke, Wales",When I hear chloroquin cures corona or might cure it or help with the symptoms and I remember the way I use to itch… https://t.co/CdVA1a42LK
LawtonOnline,2019-03-06 04:59:51,"Lawton, OK","DM me if you need help!  #corona #smallbusiness #keepgoing @ Lawton, Oklahoma https://t.co/akSLagAeR7"
bigden,2007-11-04 19:55:17,"Cologne, Germany",Keep on running and protect ya neck ...2 great songs 🎶😂 stay healthy y‘all! #running #jogging #social distancing… https://t.co/wnbq6g86Jh
theIastrose,2010-08-17 04:11:05,Home ✈︎,"This is a quarantine vibe...stay home CORONA IS REAL, I GUESS, IM IN QUARANTINE...
PARDON MY HIGH NOTES RN 🤣
I need… https://t.co/yfHx0SoMMr"
drdaveores,2011-01-17 01:01:06,New York City,"March 21 Corona update  https://t.co/FVtxzyFXdQ @ East Village, Manhattan https://t.co/ghxF268rPs"
danimals_1,2011-09-10 05:55:48,"Baltimore, MD",Corona can’t stop us!!! Virtual craft day with the fam 🐰🥕 #EasterCraft #CoronaCantStopUs #VirtualCraft @ Baltimore… https://t.co/r5IkAXAori
Adrihidez,2012-05-02 15:03:57,"Rivas-Vaciamadrid, España",Having fun just a few days ago 🤪☀️🌴 en No-Corona-4u https://t.co/HdbOasKGtu
djrellerell,2009-07-14 04:18:29,Twinsburg,Tune in tonight @hamadmalkuwari on FB as I will be DJing live bringing Great Music and Great Vibes! Let me help tak… https://t.co/ATZ4jkwBTP
MaDmOoD3,2011-04-27 07:53:31,"Hadayek Helwan, Cairo, Egypt","Honey &amp; Simba enjoying their #SelfQuarantine 🐕 🐕❤️
.
.
.
.
.
.
.
.
.
#Dog #DogsOfInstagram #Quarantine #Corona… https://t.co/RyzVRoV80a"
Teotaylor,2009-03-12 04:04:51,"New York, USA","S O C I A L
D I S T A N C I N G
.
.
.
#covid_19 #corona #socialdistancing #jerseycity #communipaw #weekendwalkabout… https://t.co/ntzTEPXsaw"
getem_teej,2011-11-21 16:13:57,"Miami Lakes, FL","Corona cant lockdown these gainz 💯 @ Linden, New Jersey https://t.co/Qgs4y5ZIOE"
djrellerell,2009-07-14 04:18:29,Twinsburg,Tune in tonight @hamadmalkuwari on FB as I will be DJing live bringing Great Music and Great Vibes! Let me help tak… https://t.co/DXNO9vA0iK
MadisonAlworth,2013-06-24 04:08:24,"St Petersburg, FL","DR. MIKEY!!!! It’s official, this stud is staying in Tampa after matching at his #1 choice, Tampa General/USF Morsa… https://t.co/PT90eociAe"
Razvan_Filip,2011-04-25 21:42:47,"Bucharest, Romania","One of the #best #stories these days!

#staysafe #stayinside #staystrong #stayhome #inside #corona #coronamemes… https://t.co/o3ToRI8TSk"
ObLtpatriz,2009-12-06 18:19:25,"Roggwil (BE), Schweiz",Stay at home and enjoy #barbecue in #family #stopcoronavirus⛔️ #stayathome #restaacasa #dontshare #corona #virus… https://t.co/5PryaTmQib
_CoronaCA,2010-06-21 00:27:45,"Corona, CA","current weather in Corona: scattered clouds, 63°F
58% humidity, wind 7mph, pressure 1021mb"
captspastic,2008-07-09 20:43:21,"30.42021773,-97.7472849","Corona or not, it's still Ally's birthday. We had to cancel her party. Poor baby. (at @TerraToys in Austin, TX) https://t.co/iaDhU4bmBw"
justindnesbitt,2009-07-28 18:53:56,"Los Angeles, CA","No mask? 😷 No worries! Home made mask, just reversed my sweatshirt and used the draw strings. The more you know! Is… https://t.co/kKI68WEsww"
Josheeley,2009-06-18 01:09:27,"Mudeford, Dorset, UK",Wow look at this cool website https://t.co/iR3x4EllJB just the thing that my children and their garndparents need a… https://t.co/gZ8HPqpJnE
Mojo1130,2009-05-04 21:36:16,My Bizness,"Yeah y’all lil heffas crazy 🤷🏾‍♂️😫🤦🏾‍♂️🤣KMSL........

#Repost iamdesibanks with @get_repost
・・・
😂 When The Corona G… https://t.co/W4fD3wZHD3"
pidybi,2013-03-30 17:25:49,"Warszawa, Polska",#liveleak *#CoroNA* - Brazilians gather a crowd to warn of the risks of #Corona #virus https://t.co/SW4t1tXy1J
DannyMcC17,2015-01-27 17:33:46,West Islip NY,The Ocean Unaffected by the Corona Virus 🌞🌊👣 @ Robert Moses Beach https://t.co/R2ZzMCAuKP
canbasher,2008-08-27 06:49:34,"ÜT: 37.328815,-121.874435","#forest so blessed to have all this space #outdoors #corona #quarantineandchill #treebathing #oaks @ Meadow Vista,… https://t.co/BuiMJtmR9n"
JonahImoo,2009-09-19 02:01:17,"Surrey, British Columbia",How’s this for social distancing? #corona #socialdistancing @ Chilliwack Lake https://t.co/cXraxcUWFY
AntonyThrower86,2011-03-09 12:13:49,"London, England","Don’t be an idiot, stay at home. That way this will be the only Corona joining you and your loved ones. 
*
*
*… https://t.co/9p5sX3iDZ6"
Dodecahedron_,2014-05-15 17:41:50,Kings Cross,"Return to Oz

#corona #covid_19 #covid #covıd19 #uk #coronacrisisuk #coronauk #london #heathrowairport #heathrow… https://t.co/TgzcL3eBti"
_vivekram,2011-07-09 06:27:49,"Bengaluru, India","Have a happier Sunny Day darlingzs😍🤗
Take a good care of your health and watch out the surroundings!✌️
#Sunday… https://t.co/70fQBWUUP7"
AtulPalandurkar,2010-05-14 11:28:40,"Pune, India","Corona Virus Update : Nagpur :
If you step out of your home, you will be jailed for 1 month under  Epidemic Disease… https://t.co/7uEAJ7TSnZ"
MiliGoldansky,2012-11-09 16:17:40,"Porto, Portugal","Stay home Corona Challenge #2 with a toilet paper 😁😊 @ Porto, Portugal https://t.co/1NZyXU46ZX"
migs718,2018-07-16 18:42:23,"Staten Island, NY",OFFICIAL SOUTH BY SOUTHWEST ARTIST NO MATTER WHAT CORONA VIRUS CANT SETBACK THE GRIND FOR 2020 STOP DROPS MARCH 28T… https://t.co/uHH15DXeVC
MarkusUdoHeck,2015-05-01 04:07:55,"Viktoriastr. 12, Wiesbaden","WHAT, CORONA VIRUS.....?! @ Wiesbaden, Germany https://t.co/XU8A6Weanm"
johnhaden,2009-01-13 05:44:16,"Orange County, CA",No #corona here 😂 #surf but also no waves 😭 @ Huntington Beach Pier https://t.co/36jGLwW4tt
adamentality12,2009-03-20 14:48:25,,"Quarantined and making videos with the help of @tonyfergusonxt new, more aggressive packaged delivery service: “El… https://t.co/UJFEaQ3mXw"
vabeachdentist,2009-04-22 15:29:42,"Virginia Beach, Virginia",Happy “Rosie the Riveter Day” We can beat this Corona virus if we work together as a community! Be smart and be saf… https://t.co/dWvnufpXnu
willisOD,2009-08-05 17:08:18,"Papillion, NE",When you’re trying to avoid corona and make the best of what you have at home... 😂 Trying to enjoy time at home dur… https://t.co/2Y3BxgYo8O
Mouradzaoui,2009-02-26 09:15:20,"Los Angeles, CA","London in the time of corona !
#london #town #traveler #bw #photography #black #white #blackandwhitephotography… https://t.co/ve1QlDmzkG"
Quan_Pratt,2011-10-26 02:04:25,"Greensboro, NC","Corona workout #1🚨STAY💪MOTIVATED🚨
Follow @busy_gettinbig 💪😁💪😁
#fitness #motivation #fitnessmotivation #yoga… https://t.co/2wdOa390Bq"
Steve_Dorst,2011-09-20 00:02:31,"Los Angeles, CA","What are YOU doing today?
.
Challenge: edit a video on your phone in 15 minutes or less. Share. Spread some 😀
.… https://t.co/F1BggprFkB"
rizo_tee,2020-02-02 05:24:53,South Phoenix  Arizona,Been a Minute Happy B Day Weekend   to Me !! Beautiful  weather in Az #aries  #spring  #modelo  #corona… https://t.co/3rT6amC80E
RUStinwalle,2015-06-04 16:21:03,"Los Angeles, CA","When shit hits the fan you know who not to call 😂😂😂😂🤷🏾‍♂️ 

#coronavirusmemes😂😂😂 #corona #happysaturday… https://t.co/i36Me9sUQl"
sarahrowlandNZ,2011-05-10 22:28:30,"Kurow, New Zealand","Celebration post amidst the corona virus gloom.
This wonderful neighbour of mine is kindly donating many of his wel… https://t.co/8CNWs40wiX"
applehurstroast,2015-09-24 08:54:05,"Staplehurst, England","When the Corona Virus finally exhausts itself and the danger is over, let's do something good for our country,
Let'… https://t.co/zGPdPR4pIG"
PerfectWoman1,2011-05-29 08:55:50,India,"22nd #march #jantacurfew 
Indians stay at home #quarantine 
World is under Threat coronaviruss 
It’s sad to read th… https://t.co/szQFAZh1Lr"
